program_label,borocode,county,census_tract,code,total_units,number_reported,est_total_occupied,diff_occupied_reported,people_total,id_100,in_floddplain_100,in_floodplain_100,id_500,in_floddplain_500,in_floodplain_500
Housing Choice Vouchers,3.0,Kings County,31300.0,36047031300,143.0,124.0,125.84,1.8400000000000034,170.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,31400.0,36047031400,39.0,28.0,38.22,10.219999999999999,39.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,31500.0,36047031500,52.0,41.0,43.68,2.6799999999999997,80.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,31701.0,36047031701,35.0,27.0,30.45,3.4499999999999993,57.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,31702.0,36047031702,38.0,30.0,33.06,3.0600000000000023,69.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,31900.0,36047031900,21.0,16.0,18.900000000000002,2.900000000000002,23.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,32100.0,36047032100,45.0,35.0,39.6,4.600000000000001,75.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,32500.0,36047032500,79.0,63.0,66.36,3.3599999999999994,111.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,32600.0,36047032600,552.0,461.0,480.24,19.24000000000001,1099.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,32700.0,36047032700,33.0,26.0,27.72,1.7199999999999989,36.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,32800.0,36047032800,113.0,85.0,103.96000000000001,18.960000000000008,217.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,32900.0,36047032900,99.0,83.0,87.12,4.1200000000000045,172.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,33000.0,36047033000,828.0,723.0,728.64,5.639999999999986,1665.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,33100.0,36047033100,23.0,18.0,19.78,1.7800000000000011,35.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,33300.0,36047033300,47.0,37.0,41.36,4.359999999999999,87.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,33600.0,36047033600,148.0,111.0,137.64000000000001,26.640000000000015,166.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,33700.0,36047033700,14.0,11.0,12.04,1.0399999999999991,22.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,33900.0,36047033900,186.0,148.0,156.23999999999998,8.23999999999998,206.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,34100.0,36047034100,37.0,29.0,32.56,3.5600000000000023,46.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,34200.0,36047034200,711.0,557.0,654.12,97.12,1062.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,34300.0,36047034300,14.0,11.0,11.76,0.7599999999999998,23.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,34500.0,36047034500,36.0,28.0,30.96,2.960000000000001,71.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,34700.0,36047034700,164.0,129.0,141.04,12.039999999999992,289.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,34900.0,36047034900,87.0,68.0,75.69,7.689999999999998,134.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,35000.0,36047035000,289.0,212.0,274.55,62.55000000000001,278.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35100.0,36047035100,65.0,51.0,56.55,5.549999999999997,111.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,35200.0,36047035200,109.0,87.0,90.47,3.469999999999999,90.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35300.0,36047035300,118.0,96.0,103.84,7.840000000000003,224.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,35400.0,36047035400,88.0,70.0,74.8,4.799999999999997,91.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35500.0,36047035500,38.0,30.0,33.06,3.0600000000000023,50.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,35601.0,36047035601,36.0,29.0,30.24,1.2399999999999984,41.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35602.0,36047035602,181.0,145.0,152.04,7.039999999999992,177.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35700.0,36047035700,108.0,86.0,91.8,5.799999999999997,182.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,35900.0,36047035900,190.0,147.0,167.2,20.19999999999999,324.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36001.0,36047036001,295.0,235.0,247.79999999999998,12.799999999999983,288.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36002.0,36047036002,573.0,451.0,492.78,41.77999999999997,552.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36100.0,36047036100,85.0,67.0,73.1,6.099999999999994,110.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36200.0,36047036200,14.0,11.0,12.32,1.3200000000000003,16.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36300.0,36047036300,254.0,198.0,220.98,22.97999999999999,531.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,36400.0,36047036400,35.0,28.0,29.4,1.3999999999999986,42.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36501.0,36047036501,91.0,69.0,83.72,14.719999999999999,119.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,36502.0,36047036502,42.0,34.0,36.54,2.539999999999999,95.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,36600.0,36047036600,69.0,55.0,58.65,3.6499999999999986,78.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,36700.0,36047036700,15.0,12.0,12.9,0.9000000000000004,34.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,36900.0,36047036900,104.0,81.0,90.48,9.480000000000004,176.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,37100.0,36047037100,94.0,73.0,82.72,9.719999999999999,150.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,37300.0,36047037300,185.0,147.0,155.4,8.400000000000006,222.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,37401.0,36047037401,185.0,147.0,157.25,10.25,194.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,37402.0,36047037402,299.0,238.0,254.15,16.150000000000006,293.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,37500.0,36047037500,54.0,42.0,47.52,5.520000000000003,98.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,37700.0,36047037700,58.0,45.0,50.46,5.460000000000001,91.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,37900.0,36047037900,106.0,82.0,93.28,11.280000000000001,195.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,38100.0,36047038100,96.0,75.0,85.44,10.439999999999998,185.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,38200.0,36047038200,280.0,224.0,232.39999999999998,8.399999999999977,589.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,38300.0,36047038300,46.0,36.0,40.48,4.479999999999997,69.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,38500.0,36047038500,217.0,164.0,197.47,33.47,255.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,38600.0,36047038600,21.0,17.0,17.64,0.6400000000000006,33.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,38700.0,36047038700,27.0,21.0,23.76,2.7600000000000016,50.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,38800.0,36047038800,45.0,35.0,38.7,3.700000000000003,44.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,39100.0,36047039100,116.0,91.0,103.24,12.239999999999995,163.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,39200.0,36047039200,16.0,13.0,13.28,0.27999999999999936,18.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,39300.0,36047039300,16.0,13.0,13.44,0.4399999999999995,26.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,39500.0,36047039500,35.0,28.0,30.45,2.4499999999999993,43.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,39700.0,36047039700,46.0,37.0,38.64,1.6400000000000006,65.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,39900.0,36047039900,208.0,165.0,176.79999999999998,11.799999999999983,238.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,40000.0,36047040000,15.0,12.0,12.9,0.9000000000000004,19.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,40100.0,36047040100,88.0,70.0,73.92,3.9200000000000017,166.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,40300.0,36047040300,43.0,33.0,37.84,4.840000000000003,94.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,40500.0,36047040500,45.0,36.0,39.15,3.1499999999999986,99.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,40600.0,36047040600,14.0,11.0,12.74,1.7400000000000002,20.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,40900.0,36047040900,62.0,49.0,52.699999999999996,3.6999999999999957,110.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41100.0,36047041100,38.0,30.0,33.06,3.0600000000000023,73.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41200.0,36047041200,36.0,29.0,30.24,1.2399999999999984,48.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41300.0,36047041300,92.0,73.0,77.28,4.280000000000001,163.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41402.0,36047041402,40.0,32.0,33.6,1.6000000000000014,41.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,41500.0,36047041500,69.0,54.0,59.339999999999996,5.339999999999996,126.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41700.0,36047041700,596.0,475.0,500.64,25.639999999999986,940.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,41800.0,36047041800,68.0,54.0,58.48,4.479999999999997,88.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,41900.0,36047041900,465.0,370.0,390.59999999999997,20.599999999999966,887.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42000.0,36047042000,15.0,12.0,12.45,0.4499999999999993,18.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42100.0,36047042100,113.0,91.0,96.05,5.049999999999997,215.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42200.0,36047042200,39.0,31.0,33.54,2.539999999999999,44.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42300.0,36047042300,57.0,45.0,48.449999999999996,3.4499999999999957,83.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42400.0,36047042400,27.0,21.0,22.95,1.9499999999999993,32.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42500.0,36047042500,43.0,34.0,37.41,3.4099999999999966,73.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42600.0,36047042600,81.0,64.0,68.85,4.849999999999994,86.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42700.0,36047042700,78.0,62.0,69.42,7.420000000000002,125.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42800.0,36047042800,100.0,79.0,84.0,5.0,112.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,42900.0,36047042900,70.0,55.0,60.199999999999996,5.199999999999996,94.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43000.0,36047043000,126.0,101.0,105.83999999999999,4.839999999999989,140.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43100.0,36047043100,79.0,62.0,68.73,6.730000000000004,121.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43200.0,36047043200,73.0,58.0,61.32,3.3200000000000003,84.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43300.0,36047043300,370.0,295.0,310.8,15.800000000000011,578.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43400.0,36047043400,81.0,65.0,67.22999999999999,2.2299999999999898,86.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43500.0,36047043500,95.0,75.0,80.75,5.75,144.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,43600.0,36047043600,80.0,64.0,66.39999999999999,2.3999999999999915,91.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43700.0,36047043700,74.0,59.0,62.9,3.8999999999999986,125.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43800.0,36047043800,69.0,55.0,58.65,3.6499999999999986,78.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,43900.0,36047043900,42.0,33.0,36.12,3.1199999999999974,64.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44000.0,36047044000,27.0,22.0,22.41,0.41000000000000014,35.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44100.0,36047044100,26.0,20.0,23.14,3.1400000000000006,35.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44200.0,36047044200,24.0,19.0,19.919999999999998,0.9199999999999982,23.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44300.0,36047044300,38.0,30.0,32.3,2.299999999999997,49.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44400.0,36047044400,34.0,27.0,28.9,1.8999999999999986,47.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44500.0,36047044500,48.0,38.0,40.32,2.3200000000000003,76.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,44900.0,36047044900,17.0,13.0,14.79,1.7899999999999991,21.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,45400.0,36047045400,23.0,18.0,20.24,2.2399999999999984,41.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,45600.0,36047045600,65.0,51.0,55.25,4.25,73.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,46000.0,36047046000,92.0,73.0,78.2,5.200000000000003,137.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,46201.0,36047046201,182.0,159.0,160.16,1.1599999999999966,261.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,46400.0,36047046400,69.0,56.0,59.339999999999996,3.3399999999999963,337.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,46800.0,36047046800,41.0,33.0,35.26,2.259999999999998,220.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,47000.0,36047047000,52.0,42.0,44.199999999999996,2.1999999999999957,225.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,47200.0,36047047200,97.0,79.0,83.42,4.420000000000002,393.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,47400.0,36047047400,102.0,83.0,88.74,5.739999999999995,506.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,47600.0,36047047600,117.0,95.0,100.62,5.6200000000000045,542.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,47800.0,36047047800,120.0,98.0,102.0,4.0,548.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48000.0,36047048000,58.0,47.0,49.3,2.299999999999997,224.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48200.0,36047048200,110.0,87.0,93.5,6.5,141.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48400.0,36047048400,138.0,111.0,118.67999999999999,7.679999999999993,421.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48500.0,36047048500,30.0,24.0,25.2,1.1999999999999993,44.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,48600.0,36047048600,17.0,13.0,14.79,1.7899999999999991,82.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48800.0,36047048800,51.0,40.0,45.39,5.390000000000001,147.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,48900.0,36047048900,186.0,149.0,154.38,5.3799999999999955,387.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49000.0,36047049000,146.0,116.0,124.1,8.099999999999994,232.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49100.0,36047049100,489.0,354.0,479.21999999999997,125.21999999999997,709.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,49200.0,36047049200,56.0,45.0,47.04,2.039999999999999,84.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49300.0,36047049300,17.0,13.0,14.79,1.7899999999999991,18.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49400.0,36047049400,146.0,116.0,124.1,8.099999999999994,181.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49500.0,36047049500,21.0,17.0,18.69,1.6900000000000013,40.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49600.0,36047049600,39.0,31.0,32.76,1.759999999999998,42.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,49700.0,36047049700,16.0,12.0,15.04,3.039999999999999,17.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,49800.0,36047049800,17.0,13.0,14.62,1.6199999999999992,26.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50000.0,36047050000,18.0,14.0,14.94,0.9399999999999995,21.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50202.0,36047050202,48.0,38.0,39.839999999999996,1.8399999999999963,42.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50400.0,36047050400,23.0,18.0,19.09,1.0899999999999999,24.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,50500.0,36047050500,195.0,140.0,193.05,53.05000000000001,207.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50600.0,36047050600,170.0,134.0,153.0,19.0,262.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50700.0,36047050700,207.0,166.0,182.16,16.159999999999997,1075.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,50801.0,36047050801,53.0,42.0,44.519999999999996,2.519999999999996,70.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50803.0,36047050803,19.0,15.0,16.15,1.1499999999999986,27.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50804.0,36047050804,168.0,135.0,151.20000000000002,16.200000000000017,236.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,50900.0,36047050900,306.0,249.0,266.21999999999997,17.21999999999997,1635.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,51001.0,36047051001,100.0,77.0,89.0,12.0,172.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51002.0,36047051002,83.0,64.0,73.87,9.870000000000005,124.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51100.0,36047051100,186.0,134.0,182.28,48.28,216.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,51200.0,36047051200,48.0,38.0,40.32,2.3200000000000003,71.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51300.0,36047051300,182.0,134.0,172.9,38.900000000000006,254.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,51400.0,36047051400,90.0,71.0,76.5,5.5,124.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51601.0,36047051601,127.0,100.0,109.22,9.219999999999999,205.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51602.0,36047051602,73.0,58.0,62.05,4.049999999999997,122.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,51800.0,36047051800,29.0,23.0,24.65,1.6499999999999986,40.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,52000.0,36047052000,14.0,11.0,11.9,0.9000000000000004,19.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,52300.0,36047052300,362.0,271.0,336.66,65.66000000000003,440.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,52500.0,36047052500,684.0,547.0,574.56,27.559999999999945,1458.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,52600.0,36047052600,55.0,44.0,46.199999999999996,2.1999999999999957,59.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,52700.0,36047052700,294.0,223.0,267.54,44.54000000000002,438.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,52900.0,36047052900,223.0,183.0,191.78,8.780000000000001,986.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,53000.0,36047053000,55.0,44.0,46.199999999999996,2.1999999999999957,86.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,53100.0,36047053100,604.0,492.0,525.48,33.48000000000002,3265.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,53300.0,36047053300,375.0,308.0,322.5,14.5,1587.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,53400.0,36047053400,109.0,87.0,91.56,4.560000000000002,166.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,53500.0,36047053500,276.0,224.0,240.12,16.120000000000005,1113.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,53700.0,36047053700,257.0,211.0,221.02,10.02000000000001,1241.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,53800.0,36047053800,170.0,135.0,142.79999999999998,7.799999999999983,188.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,53900.0,36047053900,473.0,377.0,397.32,20.319999999999993,1168.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,54200.0,36047054200,107.0,85.0,90.95,5.950000000000003,124.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,54400.0,36047054400,66.0,52.0,56.76,4.759999999999998,87.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,54500.0,36047054500,891.0,714.0,748.4399999999999,34.43999999999994,2241.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,54600.0,36047054600,182.0,145.0,152.88,7.8799999999999955,191.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,54700.0,36047054700,473.0,379.0,406.78,27.779999999999973,1704.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,54800.0,36047054800,23.0,18.0,19.78,1.7800000000000011,23.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,54900.0,36047054900,121.0,96.0,106.48,10.480000000000004,525.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,55000.0,36047055000,119.0,94.0,101.14999999999999,7.1499999999999915,122.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,55100.0,36047055100,77.0,58.0,70.84,12.840000000000003,87.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,55200.0,36047055200,119.0,95.0,101.14999999999999,6.1499999999999915,130.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,55300.0,36047055300,26.0,19.0,24.18,5.18,34.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,55400.0,36047055400,68.0,54.0,57.12,3.1199999999999974,94.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,55500.0,36047055500,67.0,52.0,58.96,6.960000000000001,91.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,55600.0,36047055600,35.0,28.0,29.75,1.75,50.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,55800.0,36047055800,63.0,50.0,53.55,3.549999999999997,77.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,56000.0,36047056000,164.0,131.0,137.76,6.759999999999991,170.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,56300.0,36047056300,35.0,27.0,31.85,4.850000000000001,45.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,56600.0,36047056600,49.0,39.0,41.16,2.1599999999999966,51.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,57500.0,36047057500,15.0,11.0,14.549999999999999,3.549999999999999,12.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,57800.0,36047057800,37.0,29.0,31.08,2.0799999999999983,37.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,58000.0,36047058000,47.0,37.0,40.89,3.8900000000000006,68.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,58200.0,36047058200,62.0,49.0,52.699999999999996,3.6999999999999957,61.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,58400.0,36047058400,69.0,55.0,57.96,2.960000000000001,82.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,58600.0,36047058600,28.0,22.0,23.8,1.8000000000000007,39.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,58800.0,36047058800,24.0,19.0,20.16,1.1600000000000001,30.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,59200.0,36047059200,51.0,40.0,43.86,3.8599999999999994,57.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,59401.0,36047059401,180.0,143.0,153.0,10.0,178.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,59402.0,36047059402,27.0,21.0,23.22,2.219999999999999,28.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,59600.0,36047059600,67.0,49.0,63.65,14.649999999999999,64.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,60000.0,36047060000,46.0,37.0,38.64,1.6400000000000006,56.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,60600.0,36047060600,69.0,55.0,58.65,3.6499999999999986,69.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,60800.0,36047060800,86.0,68.0,73.96,5.959999999999994,87.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,61002.0,36047061002,28.0,23.0,23.52,0.5199999999999996,29.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,61003.0,36047061003,17.0,14.0,14.28,0.27999999999999936,21.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,61004.0,36047061004,473.0,377.0,397.32,20.319999999999993,488.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,62200.0,36047062200,34.0,27.0,29.24,2.2399999999999984,38.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,62600.0,36047062600,22.0,17.0,18.919999999999998,1.9199999999999982,52.0,7848.0,1,1,0.0,1,1
